,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
21468,of:000000000000000c,Port#:4,373,46619,12666709,924,454,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,4855,4697,-1,Diversion,Attack
21469,of:000000000000000a,Port#:1,658,18918830,6373085,889,454,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,3645,3489,-1,Diversion,Attack
21470,of:000000000000000a,Port#:2,801,12636634,25273263,1271,454,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,3645,3489,-1,Diversion,Attack
21472,of:000000000000000a,Port#:4,562,6350907,49027,405,454,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,3645,3489,-1,Diversion,Attack
21478,of:0000000000000003,Port#:4,1383,25280019,18983853,1309,454,0,0,0,0,4,556,556,4,4,0,0,0,0,5,0,148,0,148,0,True,0,7,4923,4770,-1,Diversion,Attack
21487,of:000000000000000a,Port#:3,931,12667609,18976281,1171,464,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,3663,3507,-1,Diversion,Attack
21489,of:000000000000000b,Port#:1,848,18800338,18977321,1199,464,0,0,0,0,159,6171092,6586,95,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2445,2328,-1,Diversion,Attack
21490,of:000000000000000b,Port#:2,552,6350899,6358531,666,464,0,0,0,0,4,560,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2445,2328,-1,Diversion,Attack
21493,of:0000000000000003,Port#:3,1000,18963781,18995881,1476,464,0,0,0,0,4,556,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,4954,4801,-1,Diversion,Attack
21499,of:000000000000000c,Port#:3,2302,44086359,25286997,1454,474,0,0,0,0,163,6171502,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,7,5316,5158,-1,Diversion,Attack
21505,of:000000000000000b,Port#:1,952,18938294,25149847,1373,474,0,0,0,0,97,6422,6171504,163,5,0,0,0,0,2,0,0,0,0,0,True,0,8,2751,2634,-1,Diversion,Attack
21509,of:0000000000000003,Port#:3,1006,18964615,18996715,1482,474,0,0,0,0,2,278,278,2,4,0,0,0,0,4,0,0,0,0,0,True,0,6,5211,5058,-1,Diversion,Attack
21517,of:000000000000000a,Port#:1,658,18918830,6375675,908,484,0,0,0,0,0,0,350,3,5,0,0,0,0,2,0,0,0,0,0,True,0,5,3801,3645,-1,Diversion,Attack
21523,of:0000000000000003,Port#:1,897,12642994,31578749,1464,484,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,7,5407,5254,-1,Diversion,Attack
21525,of:0000000000000003,Port#:3,1012,18965449,25168707,1648,484,0,0,0,0,2,278,6171436,162,5,0,0,0,0,4,0,0,0,0,0,True,0,7,5407,5254,-1,Diversion,Attack
21529,of:000000000000000c,Port#:1,954,18938450,25284025,1404,494,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,7,5640,5482,-1,Diversion,Attack
21530,of:000000000000000c,Port#:2,745,18924616,12677547,1053,494,0,0,0,0,0,0,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,7,5640,5482,-1,Diversion,Attack
21537,of:000000000000000b,Port#:1,1123,25241250,25290555,1503,494,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3066,2949,-1,Diversion,Attack
21538,of:000000000000000b,Port#:2,572,6353699,6368083,788,494,0,0,0,0,4,560,560,4,5,0,0,0,0,3,0,6302552,0,6302552,0,True,0,6,3066,2949,-1,Diversion,Attack
21547,of:000000000000000c,Port#:3,324,29576,20152,176,144,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,5,771,623,-1,Diversion,Attack
21548,of:000000000000000c,Port#:4,171,18642,19578,183,144,0,0,0,0,4,556,630,5,4,0,0,0,0,5,0,0,0,0,0,True,0,5,771,623,-1,Diversion,Attack
21552,of:000000000000000a,Port#:4,356,6322762,20418,195,144,0,0,0,0,140,5776700,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,7,1401,1255,-1,Diversion,Attack
21554,of:000000000000000b,Port#:2,177,19186,6322984,359,144,0,0,0,0,4,560,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,727,618,-1,Diversion,Attack
21556,of:0000000000000003,Port#:2,215,6306232,27928,307,144,0,0,0,0,0,0,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,5,1350,1207,-1,Diversion,Attack
21570,of:000000000000000b,Port#:2,1020,12692846,6404044,1062,891,0,0,0,0,119,4857814,560,4,5,0,0,0,0,3,498852,6302552,498852,6302552,498852,True,0,5,3812,3690,-1,Diversion,Attack
21593,of:000000000000000a,Port#:4,1094,6406148,90126,720,901,0,0,0,0,58,3974,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,5284,5120,-1,Diversion,Attack
21601,of:0000000000000004,Port#:2,1810,25328760,25330864,1839,902,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,5686,5520,-1,Diversion,Attack
21609,of:0000000000000007,Port#:1,2464,37955802,84620,641,902,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,5131,4965,-1,Diversion,Attack
21614,of:000000000000000c,Port#:4,706,89206,19024382,1607,911,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,7084,6918,-1,Diversion,Attack
21621,of:0000000000000003,Port#:1,1030,12651916,37920788,1935,912,0,0,0,0,52,3432,4988802,120,5,0,0,0,0,2,0,0,0,0,0,True,0,6,6650,6489,-1,Diversion,Attack
21633,of:0000000000000002,Port#:2,689,88100,19017200,1496,912,0,0,0,0,4,556,556,4,4,0,0,0,0,3,29,294,29,294,29,True,0,104,4167,4049,-1,Diversion,Attack
21635,of:0000000000000007,Port#:2,662,86238,19010086,1397,911,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,5155,4989,-1,Diversion,Attack
21660,of:0000000000000007,Port#:2,668,87072,19010920,1403,921,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,5185,5019,-1,Diversion,Attack
21680,of:0000000000000001,Port#:3,1509,19018910,89810,702,932,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,3477,3314,-1,Diversion,Attack
21681,of:0000000000000001,Port#:4,669,88584,6393412,880,932,0,0,0,0,4,556,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,3477,3314,-1,Diversion,Attack
21682,of:0000000000000002,Port#:1,1513,37850518,25343054,2006,932,0,0,0,0,0,0,556,4,5,0,0,0,0,2,49,490,49,490,49,True,0,104,4200,4082,-1,Diversion,Attack
21684,of:0000000000000007,Port#:1,2651,44261274,87400,661,932,0,0,0,0,122,4989080,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,5378,5212,-1,Diversion,Attack
21699,of:0000000000000003,Port#:4,2031,31637104,25338664,1931,942,0,0,0,0,2,278,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,6710,6549,-1,Diversion,Attack
21718,of:000000000000000a,Port#:4,1221,6416886,94912,757,951,0,0,0,0,2,278,280,2,4,0,0,0,0,5,0,0,0,0,0,True,0,5,5648,5484,-1,Diversion,Attack
21720,of:000000000000000b,Port#:2,1226,19000876,6409670,1105,951,0,0,0,0,2,280,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,5,4061,3939,-1,Diversion,Attack
21728,of:0000000000000001,Port#:1,471,12615166,109748,980,952,0,0,0,0,118,4988524,4304,63,5,0,0,0,0,2,0,0,0,0,0,True,0,7,3788,3624,-1,Diversion,Attack
21733,of:0000000000000002,Port#:2,719,91784,19020662,1523,952,0,0,0,0,2,278,278,2,5,0,0,0,0,3,29,294,29,294,29,True,0,105,4235,4117,-1,Diversion,Attack
21735,of:0000000000000007,Port#:2,687,89644,19013728,1426,951,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,5,5434,5267,-1,Diversion,Attack
21738,of:000000000000000c,Port#:3,2727,44267588,25330392,1777,961,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,7446,7280,-1,Diversion,Attack
21748,of:0000000000000003,Port#:3,1321,19007098,25342382,1965,962,0,0,0,0,4,556,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,7013,6852,-1,Diversion,Attack
21750,of:0000000000000004,Port#:1,1752,25328406,109118,960,962,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,6635,6468,-1,Diversion,Attack
21752,of:0000000000000004,Port#:3,2121,31644888,98460,811,962,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,6635,6468,-1,Diversion,Attack
21758,of:0000000000000002,Port#:2,727,92896,19021844,1532,962,0,0,0,0,4,556,556,4,5,0,0,0,0,3,29,294,29,294,29,True,0,104,4247,4129,-1,Diversion,Attack
21765,of:000000000000000a,Port#:1,1295,37836026,12742630,1710,972,0,0,0,0,1,42,602,5,5,0,0,0,0,2,0,6612,0,6612,0,True,0,6,5960,5796,-1,Diversion,Attack
21775,of:0000000000000004,Port#:1,1758,25329240,109952,966,972,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,6669,6501,-1,Diversion,Attack
21781,of:0000000000000001,Port#:4,701,92546,6397026,906,972,0,0,0,0,5,598,556,4,4,0,0,0,0,5,0,0,0,0,0,True,0,4,3833,3667,-1,Diversion,Attack
21783,of:0000000000000002,Port#:2,734,93772,19022678,1538,972,0,0,0,0,5,598,556,4,5,0,0,0,0,3,29,294,29,294,29,True,0,104,4269,4150,-1,Diversion,Attack
21794,of:000000000000000b,Port#:1,217,6306384,28578,307,154,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,740,630,-1,Diversion,Attack
21798,of:0000000000000003,Port#:3,183,20400,26662,272,154,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1368,1225,-1,Diversion,Attack
21800,of:0000000000000004,Port#:1,195,21296,20568,179,154,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1327,1179,-1,Diversion,Attack
21802,of:000000000000000c,Port#:1,991,18941040,25328568,1743,982,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,7488,7322,-1,Diversion,Attack
21803,of:000000000000000c,Port#:2,1079,18946868,31630034,1891,982,0,0,0,0,0,0,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,4,7488,7322,-1,Diversion,Attack
21805,of:000000000000000c,Port#:4,917,6398014,19037096,1750,981,0,0,0,0,4,556,560,4,4,0,0,0,0,5,0,0,0,0,0,True,0,4,7488,7322,-1,Diversion,Attack
21807,of:000000000000000a,Port#:2,1097,18948008,31630758,1903,982,0,0,0,0,51,3366,5120354,125,5,0,0,0,0,3,402,6018,402,6018,402,True,0,6,6236,6072,-1,Diversion,Attack
21817,of:0000000000000004,Port#:2,2226,31651702,37949436,2315,982,0,0,0,0,125,5120350,3922,55,5,0,0,0,0,3,511979,6302552,511979,6302552,511979,True,0,6,6951,6783,-1,Diversion,Attack
21823,of:0000000000000002,Port#:1,1523,37851162,25347850,2044,982,0,0,0,0,0,0,556,4,5,0,0,0,0,2,49,490,49,490,49,True,0,104,4281,4162,-1,Diversion,Attack
21829,of:000000000000000c,Port#:3,2745,44270090,25339202,1890,991,0,0,0,0,2,278,3910,57,5,0,0,0,0,4,0,0,0,0,0,True,0,6,7767,7601,-1,Diversion,Attack
21830,of:000000000000000c,Port#:4,1089,12701474,19037936,1756,991,0,0,0,0,122,5120006,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,7767,7601,-1,Diversion,Attack
21835,of:000000000000000b,Port#:1,1165,25244146,25336022,1850,992,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,4113,3991,-1,Diversion,Attack
21840,of:0000000000000003,Port#:4,2416,37956560,37955162,2398,992,0,0,0,0,57,3908,5120006,122,5,0,0,0,0,5,0,0,0,0,0,True,0,8,7594,7432,-1,Diversion,Attack
21847,of:0000000000000001,Port#:4,713,94214,6398694,918,992,0,0,0,0,2,278,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,3869,3703,-1,Diversion,Attack
21855,of:000000000000000c,Port#:4,1097,12702586,19039056,1764,1001,0,0,0,0,4,556,560,4,4,0,0,0,0,5,0,0,0,0,0,True,0,4,7789,7623,-1,Diversion,Attack
21856,of:000000000000000a,Port#:1,1295,37836026,12745430,1730,1002,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,6272,6108,-1,Diversion,Attack
21858,of:000000000000000a,Port#:3,1284,12715184,25339626,1886,1001,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,6272,6108,-1,Diversion,Attack
21862,of:0000000000000003,Port#:1,1302,18961534,44237920,2257,1002,0,0,0,0,4,232,362,4,5,0,0,0,0,2,0,0,0,0,0,True,0,7,7619,7457,-1,Diversion,Attack
21863,of:0000000000000003,Port#:2,964,25230772,12732068,1535,1002,0,0,0,0,0,0,278,2,5,0,0,0,0,3,14,148,14,148,14,True,0,7,7619,7457,-1,Diversion,Attack
21871,of:0000000000000001,Port#:3,1558,19025458,96552,754,1002,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,3893,3727,-1,Diversion,Attack
21874,of:0000000000000002,Port#:2,754,96552,19025458,1558,1002,0,0,0,0,4,556,556,4,5,0,0,0,0,3,29,294,29,294,29,True,0,105,4319,4200,-1,Diversion,Attack
21878,of:000000000000000c,Port#:2,1079,18946868,31632904,1912,1012,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,7807,7641,-1,Diversion,Attack
21879,of:000000000000000c,Port#:3,2759,44272036,25341162,1904,1011,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,7807,7641,-1,Diversion,Attack
21885,of:000000000000000b,Port#:1,1165,25244146,25337982,1864,1012,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,4141,4019,-1,Diversion,Attack
21897,of:0000000000000001,Port#:4,728,96230,6407458,1035,1012,0,0,0,0,4,556,4450,63,4,0,0,0,0,5,0,0,0,0,0,True,0,6,4181,4014,-1,Diversion,Attack
21904,of:000000000000000c,Port#:3,2765,44272870,25342002,1910,1021,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,7827,7661,-1,Diversion,Attack
21905,of:000000000000000c,Port#:4,1109,12704254,19040736,1776,1021,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,7827,7661,-1,Diversion,Attack
21906,of:000000000000000a,Port#:1,1461,44138652,12753928,1845,1022,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,6584,6419,-1,Diversion,Attack
21907,of:000000000000000a,Port#:2,1098,18948078,31634398,1929,1022,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,6584,6419,-1,Diversion,Attack
21919,of:0000000000000001,Port#:1,566,12621456,6418834,1193,1022,0,0,0,0,54,3564,5251620,128,5,0,0,0,0,2,0,0,0,0,0,True,0,8,4461,4294,-1,Diversion,Attack
21925,of:0000000000000007,Port#:1,2878,50572116,95532,720,1022,0,0,0,0,5,626,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,5787,5618,-1,Diversion,Attack
21930,of:000000000000000c,Port#:4,1116,12705195,25344243,1948,1031,0,0,0,0,2,278,5251278,125,5,0,0,0,0,5,0,0,0,0,0,True,0,6,8110,7941,-1,Diversion,Attack
21931,of:000000000000000a,Port#:1,1558,44145074,19057435,2017,1032,0,0,0,0,56,3696,5251278,125,5,0,0,0,0,2,0,0,0,0,0,True,0,6,6867,6699,-1,Diversion,Attack
21933,of:000000000000000a,Port#:3,1305,12718071,25342253,1905,1031,0,0,0,0,4,556,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,6867,6699,-1,Diversion,Attack
21935,of:000000000000000b,Port#:1,1165,25244146,25339769,1877,1032,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,4264,4140,-1,Diversion,Attack
21945,of:0000000000000001,Port#:2,391,6318152,6414785,1121,1032,0,0,0,0,0,0,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4482,4312,-1,Diversion,Attack
21947,of:0000000000000001,Port#:4,741,98005,6409233,1048,1032,0,0,0,0,2,278,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,4482,4312,-1,Diversion,Attack
21957,of:000000000000000a,Port#:2,1098,18948078,31636255,1943,1042,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,6888,6719,-1,Diversion,Attack
21958,of:000000000000000a,Port#:3,1312,12718947,25343093,1911,1041,0,0,0,0,3,320,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,6888,6719,-1,Diversion,Attack
21959,of:000000000000000a,Port#:4,1715,19037101,6405919,985,1041,0,0,0,0,2,278,322,3,5,0,0,0,0,5,0,0,0,0,0,True,0,6,6888,6719,-1,Diversion,Attack
21963,of:0000000000000003,Port#:2,965,25230842,12735789,1562,1042,0,0,0,0,0,0,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,7701,7535,-1,Diversion,Attack
21971,of:0000000000000001,Port#:3,1584,19028943,100037,780,1042,0,0,0,0,3,320,320,3,5,0,0,0,0,4,0,0,0,0,0,True,0,4,4502,4332,-1,Diversion,Attack
21979,of:000000000000000c,Port#:3,2786,44275757,25344909,1931,1051,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,8412,8242,-1,Diversion,Attack
21980,of:000000000000000c,Port#:4,1130,12707141,25346203,1962,1051,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,8412,8242,-1,Diversion,Attack
21982,of:000000000000000a,Port#:2,1098,18948078,31637375,1951,1052,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,6910,6741,-1,Diversion,Attack
21983,of:000000000000000a,Port#:3,1320,12720059,25344213,1919,1051,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,6910,6741,-1,Diversion,Attack
21984,of:000000000000000a,Port#:4,1723,19038213,6407039,993,1051,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,6910,6741,-1,Diversion,Attack
21990,of:0000000000000003,Port#:4,2457,37962227,37960829,2439,1052,0,0,0,0,4,556,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,7725,7559,-1,Diversion,Attack
21995,of:0000000000000001,Port#:2,391,6318152,6416731,1135,1052,0,0,0,0,0,0,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,4526,4356,-1,Diversion,Attack
22006,of:000000000000000a,Port#:1,1559,44145144,19060235,2037,1062,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,6930,6761,-1,Diversion,Attack
22012,of:0000000000000003,Port#:1,1468,25264160,44250471,2402,1062,0,0,0,0,124,5251064,4846,69,5,0,0,0,0,2,0,0,0,0,0,True,0,6,8013,7847,-1,Diversion,Attack
22014,of:0000000000000003,Port#:3,1389,19016227,25351761,2036,1062,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,8013,7847,-1,Diversion,Attack
22015,of:0000000000000003,Port#:4,2567,37969945,44264289,2611,1062,0,0,0,0,69,4846,5251620,128,5,0,0,0,0,5,0,0,0,0,0,True,0,6,8013,7847,-1,Diversion,Attack
22027,of:000000000000000c,Port#:1,1516,31559074,37954759,2326,1072,0,0,0,0,56,3696,5251344,126,5,0,0,0,0,2,630255,6302552,630255,6302552,630255,True,0,8,8984,8814,-1,Diversion,Attack
22038,of:0000000000000003,Port#:2,965,25230842,12738569,1582,1072,0,0,0,0,0,0,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,8031,7865,-1,Diversion,Attack
22040,of:0000000000000003,Port#:4,2573,37970779,44265123,2617,1072,0,0,0,0,2,278,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,8031,7865,-1,Diversion,Attack
22044,of:0000000000000001,Port#:1,733,18924148,6429881,1324,1072,0,0,0,0,124,5251064,3974,58,5,0,0,0,0,2,0,0,0,0,0,True,0,6,4826,4656,-1,Diversion,Attack
22052,of:000000000000000c,Port#:1,147,10114,6325292,377,164,0,0,0,0,0,0,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,8,1335,1187,-1,Diversion,Attack
22059,of:000000000000000a,Port#:4,368,6324430,22098,207,164,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,1702,1555,-1,Diversion,Attack
22061,of:000000000000000b,Port#:2,190,20936,6324664,371,164,0,0,0,0,2,280,280,2,5,0,0,0,0,3,577614,6302552,577614,6302552,577614,True,0,6,1016,906,-1,Diversion,Attack
22095,of:000000000000000c,Port#:3,2810,44279093,25355433,2061,1091,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,9128,8958,-1,Diversion,Attack
22096,of:000000000000000c,Port#:4,1593,25322957,25356265,2085,1091,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,6810,0,6810,0,True,0,5,9128,8958,-1,Diversion,Attack
22097,of:000000000000000a,Port#:1,1559,44145144,19063035,2057,1092,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,7152,6981,-1,Diversion,Attack
22103,of:0000000000000003,Port#:1,1468,25264160,44252973,2420,1092,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,8339,8173,-1,Diversion,Attack
22117,of:0000000000000007,Port#:2,780,102539,19026777,1522,1091,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,6308,6135,-1,Diversion,Attack
22126,of:000000000000000b,Port#:1,1499,37849506,25360743,2136,1102,0,0,0,0,127,5382334,5210,71,5,0,0,0,0,2,630261,6302618,630261,6302618,630261,True,0,6,4908,4774,-1,Diversion,Attack
22129,of:0000000000000003,Port#:2,1070,25237768,19044737,1773,1102,0,0,0,0,0,0,916,6,5,0,0,0,0,3,0,0,0,0,0,True,0,6,8645,8467,-1,Diversion,Attack
22130,of:0000000000000003,Port#:3,1420,19020603,25356137,2067,1102,0,0,0,0,6,916,916,6,5,0,0,0,0,4,0,0,0,0,0,True,0,6,8645,8467,-1,Diversion,Attack
22134,of:0000000000000004,Port#:3,3104,50591927,6414535,1074,1102,0,0,0,0,133,5383250,916,6,5,0,0,0,0,4,0,0,0,0,0,True,0,5,8579,8390,-1,Diversion,Attack
22138,of:0000000000000001,Port#:4,792,105161,6416347,1098,1102,0,0,0,0,6,916,916,6,5,0,0,0,0,5,0,0,0,0,0,True,0,4,4898,4716,-1,Diversion,Attack
22140,of:0000000000000002,Port#:2,824,106317,19035223,1628,1102,0,0,0,0,6,916,916,6,5,0,0,0,0,3,29,294,29,294,29,True,0,104,4471,4340,-1,Diversion,Attack
22155,of:0000000000000003,Port#:3,1427,19021617,25357151,2074,1112,0,0,0,0,5,736,736,5,5,0,0,0,0,4,0,0,0,0,0,True,0,8,8940,8753,-1,Diversion,Attack
22158,of:0000000000000004,Port#:2,2814,50572263,50587363,3039,1112,0,0,0,0,132,5383070,5026,70,5,0,0,0,0,3,0,0,0,0,0,True,0,7,8881,8682,-1,Diversion,Attack
22172,of:000000000000000a,Port#:1,1559,44145144,19066455,2080,1122,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7400,7208,-1,Diversion,Attack
22175,of:000000000000000a,Port#:4,1773,19045299,6414099,1042,1121,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,7400,7208,-1,Diversion,Attack
22179,of:0000000000000003,Port#:2,1070,25237768,19046585,1786,1122,0,0,0,0,0,0,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,8959,8771,-1,Diversion,Attack
22180,of:0000000000000003,Port#:3,1433,19022451,25357985,2080,1122,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,8959,8771,-1,Diversion,Attack
22181,of:0000000000000003,Port#:4,3046,50588267,50573097,2820,1122,0,0,0,0,3,348,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,8959,8771,-1,Diversion,Attack
22186,of:0000000000000001,Port#:2,559,12620910,6430565,1287,1122,0,0,0,0,127,5382334,4568,67,5,0,0,0,0,3,0,0,0,0,0,True,0,6,5213,5023,-1,Diversion,Attack
22187,of:0000000000000001,Port#:3,1641,19037071,108165,837,1122,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,5213,5023,-1,Diversion,Attack
22189,of:0000000000000002,Port#:1,1539,37852214,25361757,2147,1122,0,0,0,0,0,0,278,2,5,0,0,0,0,2,49,490,49,490,49,True,0,104,4501,4364,-1,Diversion,Attack
22197,of:000000000000000a,Port#:1,1559,44145144,19067475,2087,1132,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,7429,7233,-1,Diversion,Attack
22210,of:0000000000000001,Port#:1,836,18930966,12739001,1536,1132,0,0,0,0,0,0,278,2,4,0,0,0,0,2,0,6744,0,6744,0,True,0,7,5240,5046,-1,Diversion,Attack
22212,of:0000000000000001,Port#:3,1648,19038085,109485,849,1132,0,0,0,0,2,278,510,6,4,0,0,0,0,4,0,0,0,0,0,True,0,7,5240,5046,-1,Diversion,Attack
22213,of:0000000000000001,Port#:4,817,108329,6419209,1118,1132,0,0,0,0,6,510,278,2,4,0,0,0,0,5,0,0,0,0,0,True,0,7,5240,5046,-1,Diversion,Attack
22216,of:0000000000000007,Port#:1,3455,69491019,106449,797,1132,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,5,6607,6404,-1,Diversion,Attack
22219,of:000000000000000c,Port#:2,1444,25262668,44257789,2436,1142,0,0,0,0,127,5382334,4718,67,5,0,0,0,0,3,0,0,0,0,0,True,0,6,9888,9692,-1,Diversion,Attack
22223,of:000000000000000a,Port#:2,1103,18948384,31646659,2017,1142,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,7452,7255,-1,Diversion,Attack
22225,of:000000000000000a,Port#:4,1790,19047509,6416545,1062,1141,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,5,7452,7255,-1,Diversion,Attack
22226,of:000000000000000b,Port#:1,1500,37849576,25364743,2164,1142,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,4970,4826,-1,Diversion,Attack
